CustomerID,Phone Service,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies
0239-OXEXL,Yes,Fiber optic,Yes,Yes,No,No,No,No
2675-IJRGJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7049-GKVZY,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes
8577-QSOCG,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3721-CNZHX,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0212-ISBBF,No,DSL,No,Yes,No,No,Yes,Yes
3585-YNADK,Yes,DSL,No,Yes,Yes,Yes,Yes,No
5271-DBYSJ,Yes,Fiber optic,No,No,No,No,No,Yes
1099-GODLO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6828-HMKWP,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1472-TNCWL,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
2080-GKCWQ,Yes,Fiber optic,No,Yes,No,No,No,No
2193-SFWQW,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5656-JAMLX,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3462-BJQQA,Yes,Fiber optic,No,Yes,No,No,Yes,No
0442-TDYUO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6733-LRIZX,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
9503-XJUME,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4367-NHWMM,No,DSL,No,No,No,No,No,No
3779-OSWCF,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6736-DHUQI,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
3915-ODIYG,Yes,DSL,Yes,Yes,No,No,No,Yes
1360-RCYRT,No,DSL,No,No,No,Yes,No,No
2724-FJDYW,No,DSL,No,No,Yes,Yes,Yes,Yes
4451-RWASJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3460-TJBWI,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5917-HBSDW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5671-UUNXD,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
0956-ACVZC,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
2325-NBPZG,Yes,Fiber optic,Yes,No,No,No,No,No
4482-FTFFX,Yes,DSL,No,No,Yes,Yes,No,No
8859-DZTGQ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0440-MOGPM,Yes,DSL,No,Yes,Yes,No,Yes,Yes
0020-JDNXP,No,DSL,Yes,No,Yes,Yes,Yes,Yes
3752-CQSJI,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5025-GOOKI,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4698-KVLLG,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2887-JPYLU,Yes,DSL,No,No,No,No,No,No
4770-QAZXN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4896-CPRPF,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9714-EDSUC,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes
0282-NVSJS,No,DSL,No,No,No,Yes,No,No
7353-YOWFP,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8008-ESFLK,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7537-CBQUZ,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
3363-EWLGO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4750-UKWJK,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1689-YQBYY,Yes,Fiber optic,No,No,No,No,No,No
4487-ZYJZK,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2959-FENLU,Yes,Fiber optic,No,No,Yes,No,No,Yes
0708-LGSMF,Yes,DSL,Yes,No,No,No,No,Yes
7634-HLQJR,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0487-RPVUM,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No
4079-ULGFR,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2516-XSJKX,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes
0057-QBUQH,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6599-SFQVE,Yes,DSL,No,No,No,No,No,Yes
8331-ZXFOE,Yes,DSL,Yes,Yes,Yes,Yes,No,No
4003-FUSHP,Yes,DSL,No,No,No,Yes,Yes,No
0356-ERHVT,Yes,DSL,No,No,No,No,No,No
7325-ENZFI,No,DSL,Yes,Yes,No,Yes,No,No
4884-ZTHVF,Yes,Fiber optic,No,Yes,No,No,Yes,No
3920-HIHMQ,Yes,DSL,No,No,No,No,No,No
3055-OYMSE,Yes,Fiber optic,No,Yes,No,No,No,No
0613-WUXUM,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4458-KVRBJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1397-XKKWR,No,DSL,Yes,No,Yes,No,No,No
8097-OMULG,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
6013-BHCAW,Yes,DSL,No,No,Yes,Yes,Yes,Yes
0401-WDBXM,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
3387-PLKUI,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6096-EGVTU,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5081-NWSUP,Yes,DSL,No,Yes,No,Yes,No,Yes
2580-ATZSQ,Yes,DSL,Yes,Yes,Yes,No,No,No
8085-MSNLK,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
9691-HKOVS,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
9881-VCZEP,Yes,DSL,No,Yes,No,No,No,No
8757-TFHHJ,Yes,DSL,Yes,No,No,No,No,No
1468-DEFNC,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5119-KEPFY,Yes,Fiber optic,No,No,No,No,Yes,Yes
0916-KNFAJ,Yes,DSL,Yes,No,Yes,No,No,Yes
8319-QBEHW,No,DSL,No,Yes,No,No,Yes,No
9625-QNLUX,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
4024-CSNBY,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
7110-BDTWG,No,DSL,No,No,Yes,Yes,No,Yes
7493-GVFIO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0690-SRQID,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9605-WGJVW,Yes,Fiber optic,No,No,No,No,No,No
9114-DPSIA,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
4700-UBQMV,Yes,DSL,Yes,No,No,No,Yes,Yes
7711-GQBZC,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4627-MIHJH,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
9795-NREXC,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
8573-CGOCC,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7356-AYNJP,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6286-SUUWT,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4819-HJPIW,No,DSL,No,No,No,No,No,No
8654-DHAOW,Yes,DSL,No,Yes,No,No,No,No
5438-QMDDL,Yes,DSL,No,Yes,No,No,No,Yes
9812-GHVRI,Yes,Fiber optic,No,No,No,No,No,Yes
5553-AOINX,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1228-ZLNBX,Yes,Fiber optic,No,No,No,No,No,No
4226-KKDON,Yes,DSL,No,Yes,No,Yes,Yes,No
3831-YCPUO,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7445-WMRBW,Yes,DSL,No,Yes,Yes,Yes,Yes,No
3308-DGHKL,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9924-JPRMC,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
0080-EMYVY,Yes,DSL,No,Yes,No,No,No,No
6218-KNUBD,Yes,DSL,No,Yes,No,No,Yes,No
7337-CINUD,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7609-NRNCA,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0623-EJQEG,Yes,Fiber optic,Yes,No,No,Yes,No,Yes
7153-CHRBV,Yes,DSL,Yes,No,Yes,Yes,No,No
6198-PNNSZ,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
3317-VLGQT,Yes,Fiber optic,No,No,No,No,No,Yes
4132-POCZS,No,DSL,Yes,No,No,No,No,Yes
5614-DNZCE,Yes,DSL,Yes,Yes,Yes,Yes,No,No
3896-RCYYE,No,DSL,No,No,Yes,Yes,Yes,Yes
9638-JIQYA,No,DSL,No,No,No,No,No,No
3258-SANFR,Yes,DSL,No,No,No,No,No,No
3726-TBHQT,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3190-ITQXP,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4833-QTJNO,Yes,Fiber optic,Yes,Yes,No,No,No,No
3039-MJSLN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0178-CIIKR,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5774-QPLTF,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2322-VCZHZ,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
5010-IPEAQ,No,DSL,Yes,Yes,Yes,Yes,Yes,No
6383-ZTSIW,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
8990-YOZLV,Yes,DSL,Yes,Yes,No,Yes,No,No
3069-SSVSN,No,DSL,No,No,No,No,No,No
5222-IMUKT,Yes,Fiber optic,No,No,No,No,Yes,Yes
6685-XSHHU,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8901-UPRHR,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
0118-JPNOY,Yes,Fiber optic,Yes,No,No,No,Yes,No
3845-FXCYS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5857-XRECV,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0725-CXOTM,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
4343-EJVQB,Yes,Fiber optic,Yes,No,No,No,No,No
9000-PLFUZ,No,DSL,No,Yes,No,No,Yes,Yes
3427-GGZZI,Yes,Fiber optic,No,Yes,No,No,No,Yes
7779-ORAEL,Yes,DSL,Yes,No,Yes,Yes,No,Yes
0644-OQMDK,Yes,Fiber optic,No,No,No,No,No,No
3154-CFSZG,Yes,Fiber optic,Yes,No,Yes,No,No,Yes
2220-IAHLS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1658-XUHBX,Yes,Fiber optic,No,No,Yes,No,No,Yes
2378-HTWFW,Yes,Fiber optic,Yes,No,No,No,No,Yes
4377-VDHYI,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
3719-TDVQB,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0201-MIBOL,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
4937-QPZPO,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
2925-VDZHY,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6981-TDRFT,No,DSL,No,No,Yes,Yes,Yes,Yes
3413-CSSTH,Yes,DSL,No,No,Yes,No,No,No
8033-VCZGH,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
0224-NIJLP,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7542-CYDDM,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4718-WXBGI,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
8495-PRWFH,Yes,DSL,No,No,Yes,No,No,No
0439-IFYUN,Yes,Fiber optic,No,Yes,No,No,No,No
5716-LIBJC,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
2868-LLSKM,Yes,Fiber optic,No,Yes,No,Yes,No,No
2988-QRAJY,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
0071-NDAFP,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7328-ZJAJO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6458-CYIDZ,Yes,Fiber optic,Yes,Yes,No,No,No,No
1090-PYKCI,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
3058-WQDRE,No,DSL,No,No,No,No,No,No
2279-AXJJK,Yes,Fiber optic,No,Yes,No,Yes,No,Yes
0909-SELIE,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
3417-TSCIC,No,DSL,No,No,No,No,No,No
1042-HFUCW,Yes,DSL,No,Yes,No,Yes,No,No
6537-OTKMY,No,DSL,No,No,Yes,No,Yes,Yes
8999-EXMNO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6725-TPKJO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7162-WPHPM,Yes,DSL,Yes,Yes,Yes,Yes,No,No
1599-MMYRQ,Yes,Fiber optic,Yes,Yes,No,No,No,No
8821-KVZKQ,No,DSL,No,Yes,Yes,Yes,Yes,Yes
6434-TTGJP,No,DSL,Yes,Yes,Yes,Yes,No,Yes
0042-JVWOJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0130-SXOUN,Yes,Fiber optic,No,Yes,No,No,No,Yes
2330-PQGDQ,Yes,Fiber optic,No,Yes,No,Yes,No,No
1452-UZOSF,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
2097-YVPKN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8597-CTXVJ,Yes,DSL,Yes,Yes,No,Yes,No,No
6631-HMANX,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
9962-BFPDU,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6394-HHHZM,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5995-LFTLE,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1932-UEDCX,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
5188-HGMLP,Yes,Fiber optic,No,No,No,No,No,No
0665-XHDJU,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
8265-HKSOW,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
3544-FBCAS,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
5331-RGMTT,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
4759-PXTAN,Yes,DSL,No,Yes,No,Yes,Yes,Yes
7054-DMVAS,Yes,DSL,Yes,Yes,No,No,Yes,No
3428-MMGUB,Yes,Fiber optic,No,No,Yes,No,Yes,No
6549-BTYPG,No,DSL,No,Yes,Yes,Yes,Yes,Yes
7823-JSOAG,Yes,Fiber optic,No,No,No,No,No,No
3705-RHRFR,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
9374-YOLBJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9074-KGVOX,No,DSL,Yes,No,No,No,Yes,No
6128-DAFVY,No,DSL,No,No,No,No,Yes,Yes
9933-QRGTX,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
4476-OSWTN,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
5066-GFJMM,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2661-GKBTK,Yes,DSL,No,Yes,No,Yes,Yes,Yes
0458-HEUZG,No,DSL,No,No,Yes,Yes,No,No
7268-WNTCP,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0824-VWDPO,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
8409-WQJUX,No,DSL,No,No,Yes,Yes,Yes,Yes
2578-JQPHZ,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
3278-FSIXX,Yes,DSL,No,No,No,No,No,No
9746-UGFAC,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2946-KIQSP,No,DSL,No,No,Yes,Yes,No,No
0625-AFOHS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6726-WEXXK,Yes,Fiber optic,Yes,No,Yes,No,No,No
4636-OLWOE,Yes,DSL,No,Yes,Yes,Yes,No,No
4685-ERGHK,Yes,Fiber optic,No,No,No,No,Yes,No
0885-HMGPY,Yes,DSL,Yes,Yes,Yes,Yes,No,No
5003-OKNNK,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7208-PSIHR,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
4012-ZTHBR,Yes,DSL,No,No,No,No,No,No
0489-WMEMG,Yes,DSL,No,No,No,Yes,No,No
7435-ZNUYY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1354-YZFNB,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2985-FMWYF,Yes,Fiber optic,No,No,No,No,Yes,Yes
2812-ENYMO,No,DSL,Yes,No,No,Yes,Yes,Yes
2717-HVIZY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3422-GALYP,Yes,Fiber optic,No,Yes,No,No,No,No
2890-WFBHU,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
0327-WFZSY,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
7977-HXJKU,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7033-CLAMM,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4023-RTIQM,No,DSL,Yes,Yes,Yes,No,No,Yes
0864-FVJNJ,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7356-IWLFW,Yes,Fiber optic,No,Yes,No,No,No,No
9541-PWTWO,Yes,DSL,No,No,Yes,Yes,Yes,Yes
3967-VQOGC,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7872-RDDLZ,Yes,DSL,No,Yes,No,No,No,No
6308-CQRBU,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
0186-CAERR,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3043-SUDUA,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5442-BHQNG,Yes,Fiber optic,No,No,No,No,No,No
2169-RRLFW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5872-OEQNH,No,DSL,Yes,No,Yes,No,No,Yes
3162-KKZXO,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
8873-GLDMH,Yes,Fiber optic,No,No,No,No,No,No
5696-JVVQY,Yes,DSL,Yes,Yes,Yes,No,No,Yes
8946-BFWSG,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0547-HURJB,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8904-OPDCK,No,DSL,No,No,No,No,No,No
8845-LWKGE,Yes,DSL,No,No,Yes,Yes,Yes,No
0691-NIKRI,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
5022-JNQEQ,Yes,Fiber optic,No,No,No,Yes,No,No
3249-VHRIP,No,DSL,No,Yes,Yes,No,No,Yes
3736-BLEPA,Yes,Fiber optic,No,Yes,No,Yes,Yes,No
4701-LKOZD,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6603-QWSPR,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
9921-QFQUL,Yes,Fiber optic,No,No,Yes,No,No,Yes
1929-ZCBHE,No,DSL,Yes,No,Yes,Yes,No,No
4378-MYPGO,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
4129-LYCOI,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
7798-JVXYM,Yes,DSL,No,No,No,Yes,Yes,Yes
8647-SDTWQ,Yes,Fiber optic,No,No,No,No,No,No
2696-ECXKC,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
2081-KJSQF,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3323-CPBWR,Yes,Fiber optic,No,No,Yes,Yes,Yes,No
3384-CTMSF,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
0902-RFHOF,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6048-QBXKL,Yes,DSL,No,Yes,No,No,No,No
7718-RXDGG,Yes,Fiber optic,No,No,No,No,No,No
1025-FALIX,Yes,Fiber optic,No,No,No,No,No,No
3451-VAWLI,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3407-QGWLG,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2347-WKKAE,Yes,Fiber optic,Yes,No,Yes,No,No,Yes
8735-DCXNF,Yes,DSL,Yes,No,No,Yes,No,No
3214-IYUUQ,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes
1936-UAFEH,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
3587-PMCOY,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
1027-LKKQQ,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
7148-XZPHA,Yes,Fiber optic,No,Yes,No,Yes,No,No
5309-TAIKL,Yes,DSL,No,No,Yes,Yes,No,Yes
6856-RAURS,Yes,Fiber optic,No,No,No,No,No,No
8778-LMWTJ,Yes,Fiber optic,Yes,No,No,No,No,No
9717-IOAAF,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2845-KDHVX,Yes,DSL,No,Yes,Yes,Yes,No,Yes
0848-SOMKO,No,DSL,Yes,No,Yes,Yes,No,Yes
6734-FQAJX,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
1535-VTJOQ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6368-TZZDT,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0943-ZQPXH,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
1293-BSEUN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1302-TPUBN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2378-VTKDH,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
0927-CNGRH,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8608-OZTLB,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
2335-GSODA,No,DSL,Yes,No,Yes,Yes,No,No
1952-DVVSW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6656-GULJQ,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
9853-JFZDU,Yes,DSL,No,Yes,No,Yes,No,No
3777-XROBG,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6994-FGRHH,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4000-VGMQP,Yes,DSL,No,Yes,Yes,No,Yes,Yes
3999-WRNGR,No,DSL,No,Yes,No,No,Yes,Yes
3466-RITXD,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
2680-XKKNJ,Yes,DSL,Yes,Yes,No,Yes,No,No
2974-GGUXS,Yes,Fiber optic,No,Yes,No,No,Yes,No
7994-XIRTR,Yes,DSL,No,No,Yes,Yes,No,Yes
2101-RANCD,Yes,Fiber optic,No,No,No,No,No,No
7921-BEPCI,Yes,DSL,Yes,Yes,No,No,No,No
8510-TMWYB,Yes,DSL,No,Yes,Yes,No,No,No
3258-ZKPAI,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1428-IEDPR,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
5298-GSTLM,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
4450-YOOHP,No,DSL,No,No,Yes,No,Yes,Yes
6728-CZFEI,Yes,DSL,No,No,No,No,Yes,No
3653-NCRDJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6121-TNHBO,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
5119-NZPTV,Yes,Fiber optic,No,No,No,No,No,No
6519-ZHPXP,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3472-QPRCH,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8224-UAXBZ,No,DSL,Yes,Yes,No,No,Yes,No
9610-WCESF,No,DSL,Yes,No,No,Yes,Yes,No
2486-WYVVE,Yes,DSL,No,No,Yes,Yes,Yes,Yes
3865-ZYKAD,Yes,Fiber optic,Yes,Yes,No,No,No,No
1422-DGUBX,Yes,Fiber optic,No,No,No,Yes,No,No
2999-AANRQ,Yes,DSL,Yes,Yes,No,Yes,Yes,No
8668-KNZTI,Yes,DSL,Yes,No,Yes,No,No,No
0480-KYJVA,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9746-YKGXB,No,DSL,Yes,No,Yes,No,No,Yes
3926-YZVVX,Yes,DSL,No,No,No,Yes,No,No
6000-UKLWI,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6332-FBZRI,Yes,DSL,Yes,Yes,Yes,Yes,No,No
2096-XOTMO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3266-FTKHB,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8221-EQDGL,Yes,DSL,Yes,Yes,Yes,No,No,No
2346-LOCWC,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0298-XACET,No,DSL,No,Yes,Yes,Yes,Yes,No
7560-QJAVJ,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
2995-YWTCD,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9137-UIYPG,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
2809-ZMYOQ,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
5084-OOVCJ,Yes,DSL,Yes,No,No,Yes,No,No
0254-WWRKD,Yes,DSL,No,Yes,No,No,No,No
7727-SHVZV,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5339-PXDVH,Yes,Fiber optic,Yes,No,No,No,Yes,No
2205-LPVGL,Yes,Fiber optic,Yes,Yes,No,Yes,No,No
8782-NUUOL,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
7601-WFVZV,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4609-KNNWG,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4868-AADLV,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
9529-OFXHY,Yes,Fiber optic,Yes,No,No,No,Yes,No
2669-QVCRG,Yes,Fiber optic,Yes,No,No,No,No,No
2478-EEWWM,No,DSL,No,No,No,No,Yes,Yes
9174-IHETN,Yes,Fiber optic,No,No,No,No,No,No
2233-TXSIU,No,DSL,Yes,No,Yes,No,Yes,No
9644-UMGQA,Yes,DSL,Yes,No,No,No,No,No
3256-EZDBI,No,DSL,No,Yes,No,No,No,No
0419-YAAPX,Yes,Fiber optic,No,Yes,No,No,Yes,No
0872-CASZJ,Yes,DSL,Yes,No,No,Yes,No,Yes
